sku,tp,final_mrp_old,margin
Os155_L,395.00,1895.00,1500.00
Os155_XL,395.00,1895.00,1500.00
Os155_2XL,395.00,1895.00,1500.00
Os155_3XL,395.00,1895.00,1500.00
Os156_S,395.00,1895.00,1500.00
Os156_M,395.00,1895.00,1500.00
Os156_L,395.00,1895.00,1500.00
Os156_XL,395.00,1895.00,1500.00
Os156_2XL,395.00,1895.00,1500.00
Os156_3XL,395.00,1895.00,1500.00
Os166_S,395.00,1895.00,1500.00
Os166_M,395.00,1895.00,1500.00
Os166_L,395.00,1895.00,1500.00
Os166_XL,395.00,1895.00,1500.00
Os166_2XL,395.00,1895.00,1500.00
Os166_3XL,395.00,1895.00,1500.00
Os118_S,395.00,1895.00,1500.00
Os118_M,395.00,1895.00,1500.00
Os118_L,395.00,1895.00,1500.00
Os118_XL,395.00,1895.00,1500.00
Os118_2XL,395.00,1895.00,1500.00
Os118_3XL,395.00,1895.00,1500.00
Os113_3090_S,500.00,1995.00,1495.00
Os113_3090_M,500.00,1995.00,1495.00
Os113_3090_L,500.00,1995.00,1495.00
Os113_3090_XL,500.00,1995.00,1495.00
Os113_3090_2XL,500.00,1995.00,1495.00
Os113_3090_3XL,500.00,1995.00,1495.00
Os103_4171_S,500.00,1995.00,1495.00
Os103_4171_XS,500.00,1995.00,1495.00
Os103_4171_M,500.00,1995.00,1495.00
Os103_4171_L,500.00,1995.00,1495.00
Os103_4171_XL,500.00,1995.00,1495.00
Os103_4171_2XL,500.00,1995.00,1495.00
Os103_4171_3XL,500.00,1995.00,1495.00
Os264_S,410.00,1895.00,1485.00
Os264_M,410.00,1895.00,1485.00
Os264_L,410.00,1895.00,1485.00
Os264_XL,410.00,1895.00,1485.00
Os264_2XL,410.00,1895.00,1485.00
Os264_3XL,410.00,1895.00,1485.00
Os265_S,410.00,1895.00,1485.00
Os265_M,410.00,1895.00,1485.00
Os265_L,410.00,1895.00,1485.00
Os265_XL,410.00,1895.00,1485.00
Os265_2XL,410.00,1895.00,1485.00
Os265_3XL,410.00,1895.00,1485.00
Os181_5051_S,438.00,1895.00,1457.00
Os181_5051_M,438.00,1895.00,1457.00
Os181_5051_L,438.00,1895.00,1457.00
Os181_5051_XL,438.00,1895.00,1457.00
Os181_5051_2XL,438.00,1895.00,1457.00
Os181_5051_3XL,438.00,1895.00,1457.00
Os191_5052_S,438.00,1895.00,1457.00
Os191_5052_M,438.00,1895.00,1457.00
Os191_5052_L,438.00,1895.00,1457.00
Os191_5052_XL,438.00,1895.00,1457.00
Os191_5052_2XL,438.00,1895.00,1457.00
Os191_5052_3XL,438.00,1895.00,1457.00
Os197_5053_S,438.00,1895.00,1457.00
Os197_5053_M,438.00,1895.00,1457.00
Os197_5053_L,438.00,1895.00,1457.00
Os197_5053_XL,438.00,1895.00,1457.00
Os197_5053_2XL,438.00,1895.00,1457.00
Os197_5053_3XL,438.00,1895.00,1457.00
OS219_5054_S,438.00,1895.00,1457.00
OS219_5054_M,438.00,1895.00,1457.00
OS219_5054_L,438.00,1895.00,1457.00
OS219_5054_XL,438.00,1895.00,1457.00
OS219_5054_2XL,438.00,1895.00,1457.00
OS219_5054_3XL,438.00,1895.00,1457.00
Os195_5055_S,438.00,1895.00,1457.00
Os195_5055_M,438.00,1895.00,1457.00
Os195_5055_L,438.00,1895.00,1457.00
Os195_5055_XL,438.00,1895.00,1457.00
Os195_5055_2XL,438.00,1895.00,1457.00
Os195_5055_3XL,438.00,1895.00,1457.00
Os189_5056_S,438.00,1895.00,1457.00
Os189_5056_M,438.00,1895.00,1457.00
Os189_5056_L,438.00,1895.00,1457.00
Os189_5056_XL,438.00,1895.00,1457.00
Os189_5056_2XL,438.00,1895.00,1457.00
Os189_5056_3XL,438.00,1895.00,1457.00
Os182_5057_M,438.00,1895.00,1457.00
Os182_5057_L,438.00,1895.00,1457.00
Os182_5057_XL,438.00,1895.00,1457.00
Os182_5057_2XL,438.00,1895.00,1457.00
Os182_5057_3XL,438.00,1895.00,1457.00
Os209_5058_S,438.00,1895.00,1457.00
Os209_5058_M,438.00,1895.00,1457.00
Os209_5058_L,438.00,1895.00,1457.00
Os209_5058_XL,438.00,1895.00,1457.00
Os209_5058_2XL,438.00,1895.00,1457.00
Os209_5058_3XL,438.00,1895.00,1457.00
Os1076_S,1040.00,2495.00,1455.00
Os1076_M,1040.00,2495.00,1455.00
Os1076_L,1040.00,2495.00,1455.00
Os1076_XL,1040.00,2495.00,1455.00
Os1076_2XL,1040.00,2495.00,1455.00
Os1076_3XL,1040.00,2495.00,1455.00
Os1074_S,1040.00,2495.00,1455.00
Os1074_M,1040.00,2495.00,1455.00
Os1074_L,1040.00,2495.00,1455.00
Os1074_XL,1040.00,2495.00,1455.00
Os1074_2XL,1040.00,2495.00,1455.00
Os1074_3XL,1040.00,2495.00,1455.00
Os1091_S,1140.00,2595.00,1455.00
Os1091_M,1140.00,2595.00,1455.00
Os1091_L,1140.00,2595.00,1455.00
Os1091_XL,1140.00,2595.00,1455.00
Os1091_2XL,1140.00,2595.00,1455.00
Os1091_3XL,1140.00,2595.00,1455.00
Os145_XS,450.00,1895.00,1445.00
Os145_S,450.00,1895.00,1445.00
Os145_M,450.00,1895.00,1445.00
Os145_L,450.00,1895.00,1445.00
Os145_XL,450.00,1895.00,1445.00
Os173_3090_S,457.00,1895.00,1438.00
Os173_3090_M,457.00,1895.00,1438.00
Os173_3090_L,457.00,1895.00,1438.00
Os173_3090_XL,457.00,1895.00,1438.00
Os173_3090_2XL,457.00,1895.00,1438.00
Os173_3090_3XL,457.00,1895.00,1438.00
Os216_3095_M,457.00,1895.00,1438.00
Os216_3095_S,457.00,1895.00,1438.00
Os216_3095_L,457.00,1895.00,1438.00
Os216_3095_XL,457.00,1895.00,1438.00
Os216_3095_2XL,457.00,1895.00,1438.00
Os216_3095_3XL,457.00,1895.00,1438.00
Os122_1736_S,471.00,1895.00,1424.00
Os122_1736_M,471.00,1895.00,1424.00
Os122_1736_L,471.00,1895.00,1424.00
Os122_1736_XL,471.00,1895.00,1424.00
Os122_1736_2XL,471.00,1895.00,1424.00
Os122_1736_3XL,471.00,1895.00,1424.00
Os119_3094_S,471.00,1895.00,1424.00
Os119_3094_M,471.00,1895.00,1424.00
Os119_3094_L,471.00,1895.00,1424.00
Os119_3094_XL,471.00,1895.00,1424.00
Os119_3094_2XL,471.00,1895.00,1424.00
Os119_3094_3XL,471.00,1895.00,1424.00
Os120_14412_S,471.00,1895.00,1424.00
Os120_14412_M,471.00,1895.00,1424.00
Os120_14412_L,471.00,1895.00,1424.00
Os120_14412_XL,471.00,1895.00,1424.00
Os120_14412_2XL,471.00,1895.00,1424.00
Os120_14412_3XL,471.00,1895.00,1424.00
Os111_3074_S,471.00,1895.00,1424.00
Os111_3074_M,471.00,1895.00,1424.00
Os111_3074_L,471.00,1895.00,1424.00
Os111_3074_XL,471.00,1895.00,1424.00
Os111_3074_2XL,471.00,1895.00,1424.00
Os111_3074_3XL,471.00,1895.00,1424.00
Os109_3095_S,471.00,1895.00,1424.00
Os109_3095_M,471.00,1895.00,1424.00
Os109_3095_L,471.00,1895.00,1424.00
Os109_3095_XL,471.00,1895.00,1424.00
Os109_3095_2XL,471.00,1895.00,1424.00
Os109_3095_3XL,471.00,1895.00,1424.00
Os1120_S,510.00,1895.00,1385.00
Os1120_M,510.00,1895.00,1385.00
Os1120_L,510.00,1895.00,1385.00
Os1120_XL,510.00,1895.00,1385.00
Os1120_2XL,510.00,1895.00,1385.00
Os1120_3XL,510.00,1895.00,1385.00
Os146_XS,415.00,1795.00,1380.00
Os146_S,415.00,1795.00,1380.00
Os146_M,415.00,1795.00,1380.00
Os146_L,415.00,1795.00,1380.00
Os146_XL,415.00,1795.00,1380.00
Os152_S,425.00,1795.00,1370.00
Os152_M,425.00,1795.00,1370.00
Os152_L,425.00,1795.00,1370.00
Os152_XL,425.00,1795.00,1370.00
Os152_2XL,425.00,1795.00,1370.00
Os152_3XL,425.00,1795.00,1370.00
Os149_S,425.00,1795.00,1370.00
Os149_M,425.00,1795.00,1370.00
Os149_L,425.00,1795.00,1370.00
Os149_XL,425.00,1795.00,1370.00
Os149_2XL,425.00,1795.00,1370.00
Os149_3XL,425.00,1795.00,1370.00
Os221_S,425.00,1795.00,1370.00
Os221_M,425.00,1795.00,1370.00
Os221_L,425.00,1795.00,1370.00
Os221_XL,425.00,1795.00,1370.00
Os221_2XL,425.00,1795.00,1370.00
Os221_3XL,425.00,1795.00,1370.00
Os157_S,425.00,1795.00,1370.00
Os157_M,425.00,1795.00,1370.00
Os157_L,425.00,1795.00,1370.00
Os157_XL,425.00,1795.00,1370.00
Os157_2XL,425.00,1795.00,1370.00
Os157_3XL,425.00,1795.00,1370.00
Os263_15383_S,425.00,1795.00,1370.00
Os263_15383_M,425.00,1795.00,1370.00
Os263_15383_L,425.00,1795.00,1370.00
Os263_15383_XL,425.00,1795.00,1370.00
Os263_15383_2XL,425.00,1795.00,1370.00
Os263_15383_3XL,425.00,1795.00,1370.00
Os144_XS,425.00,1795.00,1370.00
Os144_S,425.00,1795.00,1370.00
Os144_M,425.00,1795.00,1370.00
Os144_L,425.00,1795.00,1370.00
Os144_XL,425.00,1795.00,1370.00
Os143_XS,425.00,1795.00,1370.00
Os143_S,425.00,1795.00,1370.00
Os143_M,425.00,1795.00,1370.00
Os143_L,425.00,1795.00,1370.00
Os143_XL,425.00,1795.00,1370.00
Os169_S,435.00,1795.00,1360.00
Os169_M,435.00,1795.00,1360.00
Os169_L,435.00,1795.00,1360.00
Os169_XL,435.00,1795.00,1360.00
Os169_2XL,435.00,1795.00,1360.00
Os169_3XL,435.00,1795.00,1360.00
Os274_XS,340.00,1695.00,1355.00
Os274_S,340.00,1695.00,1355.00
Os274_M,340.00,1695.00,1355.00
Os274_L,340.00,1695.00,1355.00
Os274_XL,340.00,1695.00,1355.00
Os291_S,440.00,1795.00,1355.00
Os291_M,440.00,1795.00,1355.00
Os291_L,440.00,1795.00,1355.00
Os291_XL,440.00,1795.00,1355.00
Os291_2XL,440.00,1795.00,1355.00
Os291_3XL,440.00,1795.00,1355.00
Os1084_S,1050.00,2395.00,1345.00
Os1084_M,1050.00,2395.00,1345.00
Os1084_L,1050.00,2395.00,1345.00
Os1084_XL,1050.00,2395.00,1345.00
Os1084_2XL,1050.00,2395.00,1345.00
Os1084_3XL,1050.00,2395.00,1345.00
Os1087_S,925.00,2250.00,1325.00
Os1087_M,925.00,2250.00,1325.00
Os1087_L,925.00,2250.00,1325.00
Os1087_XL,925.00,2250.00,1325.00
Os1087_2XL,925.00,2250.00,1325.00
Os1087_3XL,925.00,2250.00,1325.00
Os213_15284_XS,375.00,1695.00,1320.00
Os213_15284_S,375.00,1695.00,1320.00
Os213_15284_M,375.00,1695.00,1320.00
Os213_15284_L,375.00,1695.00,1320.00
Os213_15284_XL,375.00,1695.00,1320.00
Os1090_S,980.00,2295.00,1315.00
Os1090_M,980.00,2295.00,1315.00
Os1090_L,980.00,2295.00,1315.00
Os1090_XL,980.00,2295.00,1315.00
Os1090_2XL,980.00,2295.00,1315.00
Os1090_3XL,980.00,2295.00,1315.00
Os153_S,395.00,1695.00,1300.00
Os153_M,395.00,1695.00,1300.00
Os153_L,395.00,1695.00,1300.00
Os153_XL,395.00,1695.00,1300.00
Os153_2XL,395.00,1695.00,1300.00
Os153_3XL,395.00,1695.00,1300.00
Os158_S,395.00,1695.00,1300.00
Os158_M,395.00,1695.00,1300.00
Os158_L,395.00,1695.00,1300.00
Os158_XL,395.00,1695.00,1300.00
Os158_2XL,395.00,1695.00,1300.00
Os158_3XL,395.00,1695.00,1300.00
Os150_S,395.00,1695.00,1300.00
Os150_M,395.00,1695.00,1300.00
Os150_L,395.00,1695.00,1300.00
Os150_XL,395.00,1695.00,1300.00
Os150_2XL,395.00,1695.00,1300.00
Os150_3XL,395.00,1695.00,1300.00
Os148_S,395.00,1695.00,1300.00
Os148_M,395.00,1695.00,1300.00
Os148_L,395.00,1695.00,1300.00
Os148_XL,395.00,1695.00,1300.00
Os148_2XL,395.00,1695.00,1300.00
Os148_3XL,395.00,1695.00,1300.00
Os154_S,395.00,1695.00,1300.00
Os154_M,395.00,1695.00,1300.00
Os154_L,395.00,1695.00,1300.00
Os154_XL,395.00,1695.00,1300.00
Os154_2XL,395.00,1695.00,1300.00
Os154_3XL,395.00,1695.00,1300.00
Os164_S,395.00,1695.00,1300.00
Os164_M,395.00,1695.00,1300.00
Os164_L,395.00,1695.00,1300.00
Os164_XL,395.00,1695.00,1300.00
Os164_2XL,395.00,1695.00,1300.00
Os164_3XL,395.00,1695.00,1300.00
Os168_S,395.00,1695.00,1300.00
Os168_M,395.00,1695.00,1300.00
Os168_L,395.00,1695.00,1300.00
Os168_XL,395.00,1695.00,1300.00
Os168_2XL,395.00,1695.00,1300.00
Os168_3XL,395.00,1695.00,1300.00
Os167_XS,395.00,1695.00,1300.00
Os167_S,395.00,1695.00,1300.00
Os167_M,395.00,1695.00,1300.00
Os167_L,395.00,1695.00,1300.00
Os167_XL,395.00,1695.00,1300.00
Os167_2XL,395.00,1695.00,1300.00
Os167_3XL,395.00,1695.00,1300.00
Os161_S,395.00,1695.00,1300.00
Os161_M,395.00,1695.00,1300.00
Os161_L,395.00,1695.00,1300.00
Os161_XL,395.00,1695.00,1300.00
Os161_2XL,395.00,1695.00,1300.00
Os161_3XL,395.00,1695.00,1300.00
Os254_15374_S,395.00,1695.00,1300.00
Os254_15374_M,395.00,1695.00,1300.00
Os254_15374_L,395.00,1695.00,1300.00
Os254_15374_XL,395.00,1695.00,1300.00
Os254_15374_2XL,395.00,1695.00,1300.00
Os254_15374_3XL,395.00,1695.00,1300.00
Os255_15375_S,395.00,1695.00,1300.00
Os255_15375_M,395.00,1695.00,1300.00
Os255_15375_L,395.00,1695.00,1300.00
Os255_15375_XL,395.00,1695.00,1300.00
Os255_15375_2XL,395.00,1695.00,1300.00
Os255_15375_3XL,395.00,1695.00,1300.00
Os256_15376_S,395.00,1695.00,1300.00
Os256_15376_M,395.00,1695.00,1300.00
Os256_15376_L,395.00,1695.00,1300.00
Os256_15376_XL,395.00,1695.00,1300.00
Os256_15376_2XL,395.00,1695.00,1300.00
Os256_15376_3XL,395.00,1695.00,1300.00
Os257_15377_S,395.00,1695.00,1300.00
Os257_15377_M,395.00,1695.00,1300.00
Os257_15377_L,395.00,1695.00,1300.00
Os257_15377_XL,395.00,1695.00,1300.00
Os257_15377_2XL,395.00,1695.00,1300.00
Os257_15377_3XL,395.00,1695.00,1300.00
Os258_15378_S,395.00,1695.00,1300.00
Os258_15378_M,395.00,1695.00,1300.00
Os258_15378_L,395.00,1695.00,1300.00
Os258_15378_XL,395.00,1695.00,1300.00
Os258_15378_2XL,395.00,1695.00,1300.00
Os258_15378_3XL,395.00,1695.00,1300.00
Os259_15379_S,395.00,1695.00,1300.00
Os259_15379_M,395.00,1695.00,1300.00
Os259_15379_L,395.00,1695.00,1300.00
Os259_15379_XL,395.00,1695.00,1300.00
Os259_15379_2XL,395.00,1695.00,1300.00
Os259_15379_3XL,395.00,1695.00,1300.00
Os260_15380_S,395.00,1695.00,1300.00
Os260_15380_M,395.00,1695.00,1300.00
Os260_15380_L,395.00,1695.00,1300.00
Os260_15380_XL,395.00,1695.00,1300.00
Os260_15380_2XL,395.00,1695.00,1300.00
Os260_15380_3XL,395.00,1695.00,1300.00
Os261_15381_S,395.00,1695.00,1300.00
Os261_15381_M,395.00,1695.00,1300.00
Os261_15381_L,395.00,1695.00,1300.00
Os261_15381_XL,395.00,1695.00,1300.00
Os261_15381_2XL,395.00,1695.00,1300.00
Os261_15381_3XL,395.00,1695.00,1300.00
Os142_XS,395.00,1695.00,1300.00
Os142_S,395.00,1695.00,1300.00
Os142_M,395.00,1695.00,1300.00
Os142_L,395.00,1695.00,1300.00
Os142_XL,395.00,1695.00,1300.00
Os1081_S,895.00,2195.00,1300.00
Os1081_M,895.00,2195.00,1300.00
Os1081_L,895.00,2195.00,1300.00
Os1081_XL,895.00,2195.00,1300.00
Os1081_2XL,895.00,2195.00,1300.00
Os1081_3XL,895.00,2195.00,1300.00
Os285_XS,314.00,1595.00,1281.00
Os285_S,314.00,1595.00,1281.00
Os285_M,314.00,1595.00,1281.00
Os285_L,314.00,1595.00,1281.00
Os285_XL,314.00,1595.00,1281.00
Os160_S,424.00,1695.00,1271.00
Os160_M,424.00,1695.00,1271.00
Os160_L,424.00,1695.00,1271.00
Os160_XL,424.00,1695.00,1271.00
Os160_2XL,424.00,1695.00,1271.00
Os160_3XL,424.00,1695.00,1271.00
Os162_S,424.00,1695.00,1271.00
Os162_M,424.00,1695.00,1271.00
Os162_L,424.00,1695.00,1271.00
Os162_XL,424.00,1695.00,1271.00
Os162_2XL,424.00,1695.00,1271.00
Os162_3XL,424.00,1695.00,1271.00
Os187_5073_S,424.00,1695.00,1271.00
Os187_5073_M,424.00,1695.00,1271.00
Os187_5073_L,424.00,1695.00,1271.00
Os187_5073_XL,424.00,1695.00,1271.00
Os187_5073_2XL,424.00,1695.00,1271.00
Os187_5073_3XL,424.00,1695.00,1271.00
Os215_5072_S,424.00,1695.00,1271.00
Os215_5072_M,424.00,1695.00,1271.00
Os215_5072_L,424.00,1695.00,1271.00
Os215_5072_XL,424.00,1695.00,1271.00
Os215_5072_2XL,424.00,1695.00,1271.00
Os215_5072_3XL,424.00,1695.00,1271.00
Os217_5071_S,424.00,1695.00,1271.00
Os217_5071_M,424.00,1695.00,1271.00
Os217_5071_L,424.00,1695.00,1271.00
Os217_5071_XL,424.00,1695.00,1271.00
Os217_5071_2XL,424.00,1695.00,1271.00
Os217_5071_3XL,424.00,1695.00,1271.00
Os160_MM,424.00,1695.00,1271.00
Os160_XS,424.00,1695.00,1271.00
Os1113_S,930.00,2195.00,1265.00
Os1113_M,930.00,2195.00,1265.00
Os1113_L,930.00,2195.00,1265.00
Os1113_XL,930.00,2195.00,1265.00
Os1113_2XL,930.00,2195.00,1265.00
Os1113_3XL,930.00,2195.00,1265.00
Os1101_S,1035.00,2295.00,1260.00
Os1101_M,1035.00,2295.00,1260.00
Os1101_L,1035.00,2295.00,1260.00
Os1101_XL,1035.00,2295.00,1260.00
Os1101_2XL,1035.00,2295.00,1260.00
Os1101_3XL,1035.00,2295.00,1260.00
Os1106_S,910.00,2150.00,1240.00
Os1106_M,910.00,2150.00,1240.00
Os1106_L,910.00,2150.00,1240.00
Os1106_XL,910.00,2150.00,1240.00
Os1106_2XL,910.00,2150.00,1240.00
Os1106_3XL,910.00,2150.00,1240.00
Os147_15288_XS,361.00,1595.00,1234.00
Os147_15288_S,361.00,1595.00,1234.00
Os147_15288_M,361.00,1595.00,1234.00
Os147_15288_L,361.00,1595.00,1234.00
Os147_15288_XL,361.00,1595.00,1234.00
Os200_5041_S,381.00,1595.00,1214.00
Os200_5041_M,381.00,1595.00,1214.00
Os200_5041_L,381.00,1595.00,1214.00
Os200_5041_XL,381.00,1595.00,1214.00
Os200_5041_2XL,381.00,1595.00,1214.00
Os200_5041_3XL,381.00,1595.00,1214.00
Os188_5042_S,381.00,1595.00,1214.00
Os188_5042_M,381.00,1595.00,1214.00
Os188_5042_L,381.00,1595.00,1214.00
Os188_5042_XL,381.00,1595.00,1214.00
Os188_5042_2XL,381.00,1595.00,1214.00
Os188_5042_3XL,381.00,1595.00,1214.00
Os208_5043_S,381.00,1595.00,1214.00
Os208_5043_M,381.00,1595.00,1214.00
Os208_5043_L,381.00,1595.00,1214.00
Os208_5043_XL,381.00,1595.00,1214.00
Os208_5043_2XL,381.00,1595.00,1214.00
Os208_5043_3XL,381.00,1595.00,1214.00
Os183_5044_S,381.00,1595.00,1214.00
Os183_5044_M,381.00,1595.00,1214.00
Os183_5044_L,381.00,1595.00,1214.00
Os183_5044_XL,381.00,1595.00,1214.00
Os183_5044_2XL,381.00,1595.00,1214.00
Os183_5044_3XL,381.00,1595.00,1214.00
Os198_5045_S,381.00,1595.00,1214.00
Os198_5045_M,381.00,1595.00,1214.00
Os198_5045_L,381.00,1595.00,1214.00
Os198_5045_XL,381.00,1595.00,1214.00
Os198_5045_2XL,381.00,1595.00,1214.00
Os198_5045_3XL,381.00,1595.00,1214.00
Os199_5046_S,381.00,1595.00,1214.00
Os199_5046_M,381.00,1595.00,1214.00
Os199_5046_L,381.00,1595.00,1214.00
Os199_5046_XL,381.00,1595.00,1214.00
Os199_5046_2XL,381.00,1595.00,1214.00
Os199_5046_3XL,381.00,1595.00,1214.00
Os170_5048_S,381.00,1595.00,1214.00
Os170_5048_M,381.00,1595.00,1214.00
Os170_5048_L,381.00,1595.00,1214.00
Os170_5048_XL,381.00,1595.00,1214.00
Os170_5048_2XL,381.00,1595.00,1214.00
Os170_5048_3XL,381.00,1595.00,1214.00
Os110_14253_S,381.00,1595.00,1214.00
Os110_14253_M,381.00,1595.00,1214.00
Os110_14253_L,381.00,1595.00,1214.00
Os110_14253_XL,381.00,1595.00,1214.00
Os110_14253_2XL,381.00,1595.00,1214.00
Os110_14253_3XL,381.00,1595.00,1214.00
Os117_3063_S,381.00,1595.00,1214.00
Os117_3063_M,381.00,1595.00,1214.00
Os117_3063_L,381.00,1595.00,1214.00
Os117_3063_XL,381.00,1595.00,1214.00
Os117_3063_2XL,381.00,1595.00,1214.00
Os117_3063_3XL,381.00,1595.00,1214.00
Os126_14249_S,381.00,1595.00,1214.00
Os126_14249_M,381.00,1595.00,1214.00
Os126_14249_L,381.00,1595.00,1214.00
Os126_14249_XL,381.00,1595.00,1214.00
Os126_14249_2XL,381.00,1595.00,1214.00
Os126_14249_3XL,381.00,1595.00,1214.00
Os116_14254_S,381.00,1595.00,1214.00
Os116_14254_M,381.00,1595.00,1214.00
Os116_14254_L,381.00,1595.00,1214.00
Os116_14254_XL,381.00,1595.00,1214.00
Os116_14254_2XL,381.00,1595.00,1214.00
Os116_14254_3XL,381.00,1595.00,1214.00
Os123_1332_S,381.00,1595.00,1214.00
Os123_1332_M,381.00,1595.00,1214.00
Os123_1332_L,381.00,1595.00,1214.00
Os123_1332_XL,381.00,1595.00,1214.00
Os123_1332_2XL,381.00,1595.00,1214.00
Os123_1332_3XL,381.00,1595.00,1214.00
Os141_1331_S,381.00,1595.00,1214.00
Os141_1331_M,381.00,1595.00,1214.00
Os141_1331_L,381.00,1595.00,1214.00
Os141_1331_XL,381.00,1595.00,1214.00
Os141_1331_2XL,381.00,1595.00,1214.00
Os141_1331_3XL,381.00,1595.00,1214.00
Os102_14255_S,381.00,1595.00,1214.00
Os102_14255_M,381.00,1595.00,1214.00
Os102_14255_L,381.00,1595.00,1214.00
Os102_14255_XL,381.00,1595.00,1214.00
Os102_14255_2XL,381.00,1595.00,1214.00
Os102_14255_3XL,381.00,1595.00,1214.00
Os104_1276_S,381.00,1595.00,1214.00
Os104_1276_M,381.00,1595.00,1214.00
Os104_1276_L,381.00,1595.00,1214.00
Os104_1276_XL,381.00,1595.00,1214.00
Os104_1276_2XL,381.00,1595.00,1214.00
Os104_1276_3XL,381.00,1595.00,1214.00
Os105_3062_S,381.00,1595.00,1214.00
Os105_3062_M,381.00,1595.00,1214.00
Os105_3062_L,381.00,1595.00,1214.00
Os105_3062_XL,381.00,1595.00,1214.00
Os105_3062_2XL,381.00,1595.00,1214.00
Os105_3062_3XL,381.00,1595.00,1214.00
Os198_5045_XS,381.00,1595.00,1214.00
Os1086_S,940.00,2150.00,1210.00
Os1086_M,940.00,2150.00,1210.00
Os1086_L,940.00,2150.00,1210.00
Os1086_XL,940.00,2150.00,1210.00
Os1086_2XL,940.00,2150.00,1210.00
Os1086_3XL,940.00,2150.00,1210.00
Os1064_S,695.00,1895.00,1200.00
Os1064_M,695.00,1895.00,1200.00
Os1064_L,695.00,1895.00,1200.00
Os1064_XL,695.00,1895.00,1200.00
Os1064_2XL,695.00,1895.00,1200.00
Os1064_3XL,695.00,1895.00,1200.00
Os1088_S,875.00,2050.00,1175.00
Os1088_M,875.00,2050.00,1175.00
Os1088_L,875.00,2050.00,1175.00
Os1088_XL,875.00,2050.00,1175.00
Os1088_2XL,875.00,2050.00,1175.00
Os1088_3XL,875.00,2050.00,1175.00
Os268_S,220.00,1395.00,1175.00
Os268_M,220.00,1395.00,1175.00
Os268_L,220.00,1395.00,1175.00
Os268_XL,220.00,1395.00,1175.00
Os268_2XL,220.00,1395.00,1175.00
Os268_3XL,220.00,1395.00,1175.00
Os1055_S,975.00,2150.00,1175.00
Os1055_M,975.00,2150.00,1175.00
Os1055_L,975.00,2150.00,1175.00
Os1055_XL,975.00,2150.00,1175.00
Os1055_2XL,975.00,2150.00,1175.00
Os1055_3XL,975.00,2150.00,1175.00
Os1094_S,845.00,1995.00,1150.00
Os1094_M,845.00,1995.00,1150.00
Os1094_L,845.00,1995.00,1150.00
Os1094_XL,845.00,1995.00,1150.00
Os1094_2XL,845.00,1995.00,1150.00
Os1094_3XL,845.00,1995.00,1150.00
Os1051_S,900.00,1995.00,1095.00
Os1051_M,900.00,1995.00,1095.00
Os1051_L,900.00,1995.00,1095.00
Os1051_XL,900.00,1995.00,1095.00
Os1051_2XL,900.00,1995.00,1095.00
Os1051_3XL,900.00,1995.00,1095.00
Os1111_S,825.00,1895.00,1070.00
Os1111_M,825.00,1895.00,1070.00
Os1111_L,825.00,1895.00,1070.00
Os1111_XL,825.00,1895.00,1070.00
Os1111_2XL,825.00,1895.00,1070.00
Os1111_3XL,825.00,1895.00,1070.00
Os1097_S,825.00,1895.00,1070.00
Os1097_M,825.00,1895.00,1070.00
Os1097_L,825.00,1895.00,1070.00
Os1097_XL,825.00,1895.00,1070.00
Os1097_2XL,825.00,1895.00,1070.00
Os1097_3XL,825.00,1895.00,1070.00
Os1061_S,880.00,1895.00,1015.00
Os1061_M,880.00,1895.00,1015.00
Os1061_L,880.00,1895.00,1015.00
Os1061_XL,880.00,1895.00,1015.00
Os1061_2XL,880.00,1895.00,1015.00
Os1061_3XL,880.00,1895.00,1015.00
Os1108_S,780.00,1795.00,1015.00
Os1108_M,780.00,1795.00,1015.00
Os1108_L,780.00,1795.00,1015.00
Os1108_XL,780.00,1795.00,1015.00
Os1108_2XL,780.00,1795.00,1015.00
Os1108_3XL,780.00,1795.00,1015.00
Os269_S,220.00,1195.00,975.00
Os269_M,220.00,1195.00,975.00
Os269_L,220.00,1195.00,975.00
Os269_XL,220.00,1195.00,975.00
Os269_2XL,220.00,1195.00,975.00
Os132_1866_S,286.00,1195.00,909.00
Os132_1866_M,286.00,1195.00,909.00
Os132_1866_L,286.00,1195.00,909.00
Os132_1866_XL,286.00,1195.00,909.00
Os132_1866_2XL,286.00,1195.00,909.00
Os132_1866_3XL,286.00,1195.00,909.00
Os1126_S,525.00,1250.00,725.00
Os1126_M,525.00,1250.00,725.00
Os1126_L,525.00,1250.00,725.00
Os1126_XL,525.00,1250.00,725.00
Os1126_2XL,525.00,1250.00,725.00
Os1126_3XL,525.00,1250.00,725.00
Os182_5057_S,438.00,254.00,-184.00
